Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
2/28/12,51,5,44,4,42,51,35
2/29/12,57,9,45,4,36,57,29
3/1/12,67,8,46,0,67,62,22
3/2/12,89,7,46,0,51,89,37
3/3/12,58,7,48,1,25,58,45
3/4/12,63,8,44,3,31,63,42
3/5/12,91,13,46,4,44,91,43
3/6/12,190,9,51,1,190,96,42
3/7/12,91,5,46,1,60,91,35
3/8/12,75,7,50,0,49,75,43
3/9/12,90,9,61,6,44,90,50
3/10/12,106,9,97,1,52,106,42
3/11/12,107,5,84,1,40,107,45
3/12/12,101,5,61,1,45,101,39
3/13/12,115,6,50,0,43,115,37
3/14/12,103,9,50,1,42,103,36
3/15/12,99,6,71,1,50,99,34
3/16/12,101,6,50,0,47,101,32
3/17/12,54,5,49,0,54,40,22
3/18/12,50,3,46,0,50,40,13
3/19/12,59,5,54,0,21,59,35
3/20/12,90,8,67,1,31,90,49
3/21/12,102,10,77,3,35,102,55
3/22/12,101,9,101,1,38,99,56
3/23/12,81,6,46,0,31,81,47
3/24/12,83,7,45,0,29,83,34
3/25/12,68,3,61,0,68,54,17
3/26/12,58,5,58,0,31,49,31
3/27/12,78,8,74,3,33,78,35
3/28/12,72,8,67,1,52,72,46
3/29/12,97,6,71,1,45,97,32
3/30/12,136,9,100,1,49,136,38
3/31/12,111,6,74,1,111,94,28
4/1/12,71,3,51,1,71,45,28
4/2/12,58,6,58,0,31,33,39
4/3/12,90,9,90,3,46,52,42
4/4/12,119,8,119,1,37,58,43
4/5/12,93,7,93,1,54,64,39
4/6/12,74,6,74,1,43,52,50
4/7/12,101,9,101,1,49,60,48
4/8/12,126,9,126,1,53,71,51
4/9/12,97,8,97,1,53,67,53
4/10/12,67,7,67,1,67,66,45
4/11/12,74,3,51,0,74,40,19
4/12/12,77,3,77,0,46,40,25
4/13/12,61,3,61,0,40,44,20
4/14/12,61,5,61,0,44,36,25
4/15/12,67,5,67,0,23,53,36
4/16/12,93,7,93,1,27,55,45
4/17/12,126,8,126,1,35,60,41
4/18/12,112,8,112,1,44,66,41
4/19/12,105,7,105,1,51,80,39
4/20/12,90,9,77,3,54,90,50
4/21/12,174,8,174,1,58,114,37
4/22/12,161,7,161,1,46,109,55
4/23/12,94,5,84,1,94,62,47
4/24/12,77,6,77,1,61,64,39
4/25/12,70,8,48,1,66,70,36
4/26/12,51,3,50,1,38,51,21
4/27/12,90,5,90,1,27,63,30
4/28/12,126,7,126,1,44,74,35
4/29/12,126,7,126,1,59,80,37
4/30/12,108,6,108,1,43,88,40
5/1/12,100,5,100,1,56,70,22
5/2/12,100,3,100,1,55,58,19
5/3/12,90,3,90,1,44,74,19
5/4/12,112,6,112,1,57,84,30
5/5/12,112,7,112,1,52,81,32
5/6/12,101,6,101,1,51,80,38
5/7/12,108,7,108,3,57,86,44
5/8/12,101,8,101,1,71,92,57
5/9/12,151,8,151,4,63,110,50
5/10/12,143,6,143,1,87,87,38
5/11/12,129,5,129,1,60,95,32
5/12/12,192,6,192,1,61,94,38
5/13/12,190,7,190,1,58,95,53
5/14/12,161,8,161,1,78,79,37
5/15/12,140,6,140,1,63,75,33
5/16/12,185,7,185,1,65,84,43
5/17/12,177,8,177,1,113,93,44
5/18/12,108,3,108,1,70,83,16
5/19/12,161,5,161,1,62,93,33
5/20/12,201,6,201,1,66,102,42
5/21/12,187,8,187,3,68,104,51
5/22/12,195,8,195,1,68,98,46
5/23/12,159,5,159,1,105,86,27
5/24/12,129,3,129,0,78,77,16
5/25/12,105,3,105,1,91,43,13
5/26/12,102,3,54,1,102,38,19
5/27/12,90,5,90,1,45,60,33
5/28/12,140,7,140,1,52,64,29
5/29/12,169,6,169,4,53,64,45
5/30/12,136,7,136,1,55,67,37
5/31/12,159,7,159,3,64,85,47
6/1/12,177,7,177,3,61,82,45
6/2/12,177,6,177,1,66,90,22
6/3/12,150,3,150,1,48,70,22
6/4/12,100,3,100,1,76,73,31
6/5/12,115,3,115,1,110,64,27
6/6/12,119,7,119,3,65,58,40
6/7/12,164,7,164,4,61,70,39
6/8/12,169,6,169,3,62,76,40
6/9/12,151,6,151,1,68,74,23
6/10/12,156,6,156,1,54,71,44
6/11/12,164,6,164,3,61,82,43
6/12/12,179,7,179,3,64,93,48
6/13/12,164,6,164,3,59,90,42
6/14/12,122,6,122,1,85,80,28
6/15/12,145,6,108,1,145,87,45
6/16/12,156,6,156,3,68,77,43
6/17/12,185,6,185,1,55,78,43
6/18/12,233,6,119,1,233,78,37
6/19/12,140,5,140,1,118,79,28
6/20/12,192,5,192,1,63,73,35
6/21/12,190,6,190,1,58,85,44
6/22/12,154,6,154,1,73,85,31
6/23/12,101,5,101,1,56,65,34
6/24/12,77,3,77,1,45,53,23
6/25/12,122,5,122,1,61,52,30
6/26/12,115,5,115,3,59,53,33
6/27/12,156,8,156,1,65,62,39
6/28/12,147,6,147,1,63,63,42
6/29/12,156,6,156,1,61,64,38
6/30/12,169,7,169,1,73,60,39
7/1/12,143,5,143,1,59,60,21
7/2/12,122,5,122,1,65,62,34
7/3/12,142,5,136,1,142,73,45
7/4/12,126,5,126,1,46,76,31
7/5/12,112,5,97,1,56,112,61
7/6/12,151,6,151,1,56,85,102
7/7/12,159,6,159,1,56,75,48
7/8/12,154,7,154,1,55,71,43
7/9/12,174,7,174,1,60,65,58
7/10/12,202,8,202,3,62,72,66
7/11/12,207,8,207,3,89,92,47
7/12/12,105,8,100,1,105,85,55
7/13/12,93,9,93,1,74,86,48
7/14/12,154,8,154,1,52,83,41
7/15/12,112,5,112,6,43,76,26
7/16/12,84,5,84,3,63,65,45
7/17/12,101,3,101,3,41,68,29
7/18/12,108,6,108,1,51,59,54
7/19/12,122,8,122,1,51,59,108
7/20/12,143,6,143,3,54,64,61
7/21/12,172,6,172,4,55,68,42
7/22/12,164,6,164,4,68,79,42
7/23/12,156,5,156,1,51,72,34
7/24/12,136,6,136,6,67,67,35
7/25/12,136,6,136,3,59,73,40
7/26/12,147,6,147,4,56,77,60
7/27/12,159,6,159,6,55,80,47
7/28/12,177,7,177,1,55,72,38
7/29/12,192,7,192,3,60,76,61
7/30/12,150,7,150,3,61,73,104
7/31/12,129,7,129,1,57,68,36
8/1/12,161,5,161,1,54,67,35
8/2/12,197,7,197,1,54,69,96
8/3/12,182,6,182,1,57,77,37
8/4/12,190,5,190,1,55,83,51
8/5/12,203,6,203,1,57,79,70
8/6/12,164,7,164,3,62,72,62
8/7/12,187,8,187,3,65,76,72
8/8/12,204,8,204,3,50,84,52
8/9/12,201,7,201,4,185,80,57
8/10/12,192,8,192,3,72,84,103
8/11/12,206,8,206,1,69,85,63
8/12/12,204,6,204,1,59,72,29
8/13/12,195,7,195,3,60,73,46
8/14/12,179,7,179,4,58,73,47
8/15/12,140,7,140,3,126,71,43
8/16/12,154,8,154,3,62,78,63
8/17/12,154,8,154,4,57,83,49
8/18/12,147,7,147,1,56,72,65
8/19/12,177,6,177,4,54,77,42
8/20/12,150,6,150,3,52,71,44
8/21/12,108,6,108,3,54,75,36
8/22/12,90,6,90,1,63,73,38
8/23/12,119,5,119,1,51,84,25
8/24/12,105,5,105,1,51,84,58
8/25/12,150,5,150,1,51,93,50
8/26/12,136,5,136,1,54,90,32
8/27/12,126,7,126,3,58,72,101
8/28/12,112,9,112,9,61,64,105
8/29/12,156,8,156,1,62,72,72
8/30/12,93,7,93,4,66,79,46
8/31/12,80,8,80,1,58,75,76
9/1/12,129,8,129,1,56,68,41
9/2/12,156,7,156,1,58,63,110
9/3/12,185,7,185,6,91,73,76
9/4/12,112,9,112,4,78,66,61
9/5/12,74,9,74,3,63,68,60
9/6/12,147,8,147,4,58,69,46
9/7/12,122,7,122,1,61,67,42
9/8/12,190,7,190,4,57,72,76
9/9/12,154,7,154,3,85,77,57
9/10/12,80,5,80,7,71,79,35
9/11/12,74,6,74,1,51,72,37
9/12/12,101,5,101,3,53,86,36
9/13/12,133,9,133,4,57,78,55
9/14/12,90,10,90,3,60,62,56
9/15/12,108,10,108,7,57,61,45
9/16/12,147,9,147,4,60,70,53
9/17/12,126,7,126,4,58,85,42
9/18/12,140,8,140,6,65,97,52
9/19/12,112,9,112,13,70,76,51
9/20/12,147,11,147,9,75,85,57
9/21/12,150,10,150,3,71,94,62
9/22/12,166,9,166,3,70,93,50
9/23/12,136,9,136,1,62,77,50
9/24/12,94,8,58,3,94,66,38
9/25/12,93,7,93,1,57,71,42
9/26/12,85,7,77,3,62,85,48
9/27/12,90,9,71,4,66,90,63
9/28/12,84,9,51,3,65,84,48
9/29/12,115,9,115,3,69,80,43
9/30/12,151,10,151,3,66,75,49
10/1/12,101,11,101,3,68,74,55
10/2/12,133,13,133,3,72,79,51
10/3/12,94,11,93,9,94,80,63
10/4/12,90,8,90,1,60,89,38
10/5/12,108,7,108,3,66,96,39
10/6/12,164,8,164,3,63,92,36
10/7/12,84,7,84,1,53,79,36
10/8/12,86,7,67,6,57,86,47
10/9/12,78,5,64,4,54,78,36
10/10/12,56,3,46,1,56,55,23
10/11/12,60,5,42,1,60,54,28
10/12/12,60,6,43,1,32,60,31
10/13/12,80,8,54,3,41,80,42
10/14/12,66,10,51,4,38,66,42
10/15/12,61,9,51,6,44,61,54
10/16/12,101,11,101,4,54,89,58
10/17/12,101,14,101,3,53,74,64
10/18/12,61,9,61,6,42,58,56
10/19/12,74,8,74,3,48,69,45
10/20/12,90,6,90,1,55,71,44
10/21/12,51,3,51,3,42,45,14
10/22/12,53,3,48,9,52,53,24
10/23/12,50,5,50,4,43,49,30
10/24/12,60,9,49,1,60,51,36
10/25/12,60,10,54,1,60,56,50
10/26/12,73,7,48,1,73,53,44
10/27/12,58,8,58,3,36,39,45
10/28/12,77,11,77,3,56,62,51
10/29/12,105,13,105,3,67,85,67
10/30/12,122,14,122,3,70,97,70
10/31/12,108,15,108,4,66,105,62
11/1/12,112,10,108,3,54,112,49
11/2/12,116,9,64,4,61,116,54
11/3/12,120,14,50,3,69,120,53
11/4/12,70,16,49,3,46,70,45
11/5/12,60,11,45,4,60,60,58
11/6/12,76,11,61,4,70,76,58
11/7/12,98,15,90,3,67,98,53
11/8/12,71,8,48,3,71,71,34
11/9/12,59,6,44,3,59,46,25
11/10/12,51,7,41,1,31,51,29
11/11/12,83,9,43,1,24,83,48
11/12/12,56,9,43,3,46,56,46
11/13/12,54,11,45,4,51,54,42
11/14/12,64,11,44,4,62,64,53
11/15/12,75,14,45,7,63,75,54
11/16/12,75,10,44,1,62,75,45
11/17/12,51,6,40,3,21,51,32
11/18/12,54,6,42,3,20,54,27
11/19/12,62,10,47,1,34,62,42
11/20/12,75,11,47,6,52,75,53
11/21/12,91,14,47,3,59,91,47
11/22/12,113,14,51,1,67,113,42
11/23/12,103,13,46,6,59,103,41
11/24/12,74,15,44,3,62,74,57
11/25/12,86,16,54,7,59,86,45
11/26/12,110,13,46,9,57,110,50
11/27/12,96,14,45,9,61,96,56
11/28/12,110,9,47,6,57,110,42
11/29/12,62,6,36,3,31,62,29
11/30/12,47,8,32,6,29,47,27
12/1/12,60,8,40,1,30,60,28
12/2/12,63,5,36,3,63,52,22
12/3/12,52,10,39,4,29,52,43
12/4/12,95,16,42,4,49,95,42
12/5/12,88,17,44,4,44,88,47
12/6/12,115,14,41,3,52,115,44
12/7/12,122,16,44,4,58,122,44
12/8/12,117,16,46,3,56,117,48
12/9/12,131,16,45,3,55,131,45
12/10/12,57,13,37,4,49,57,43
12/11/12,81,14,46,4,52,81,45
12/12/12,76,15,49,1,56,76,47
12/13/12,39,6,39,1,28,38,34
12/14/12,41,8,40,1,18,41,31
12/15/12,41,7,41,1,14,40,30
12/16/12,51,7,40,1,15,51,32
12/17/12,66,8,39,1,22,66,36
12/18/12,82,6,42,1,82,57,25
12/19/12,42,7,42,3,25,23,37
12/20/12,62,10,41,4,57,62,42
12/21/12,77,15,45,6,53,77,50
12/22/12,91,19,46,3,47,91,43
12/23/12,72,7,40,1,29,72,29
12/24/12,72,10,41,1,31,72,38
12/25/12,114,13,41,1,47,114,42
12/26/12,67,14,44,1,32,67,36
12/27/12,63,11,41,1,30,63,38
12/28/12,53,10,41,3,24,53,37
12/29/12,73,10,42,1,29,73,34
12/30/12,85,10,40,1,32,85,31
12/31/12,109,11,44,4,47,109,44
1/1/13,136,19,44,3,54,136,30
1/2/13,46,10,46,3,42,28,43
1/3/13,45,8,45,3,40,38,42
1/4/13,99,13,45,4,38,99,44
1/5/13,96,14,44,4,54,96,45
1/6/13,83,17,43,1,34,83,36
1/7/13,92,7,45,1,92,33,43
1/8/13,59,11,44,3,39,59,44
1/9/13,77,13,41,3,45,77,53
1/10/13,99,8,42,1,99,62,32
1/11/13,45,9,42,1,24,45,37
1/12/13,95,9,43,3,27,95,38
1/13/13,66,14,41,3,26,66,33
1/14/13,80,7,44,1,80,30,33
1/15/13,53,9,44,1,53,41,42
1/16/13,44,10,44,1,38,44,34
1/17/13,48,7,45,4,48,24,46
1/18/13,57,10,44,4,51,57,43
1/19/13,53,11,44,3,26,53,38
1/20/13,44,11,44,3,31,44,38
1/21/13,42,7,42,4,36,27,40
1/22/13,64,10,43,3,51,64,47
1/23/13,54,14,41,4,53,54,42
1/24/13,58,9,34,0,58,52,31
1/25/13,56,9,26,1,19,56,30
1/26/13,55,9,35,0,17,55,19
1/27/13,42,5,42,0,13,41,11
1/28/13,48,8,40,0,18,48,29
1/29/13,60,9,41,1,33,60,42
1/30/13,79,13,41,1,53,79,39
1/31/13,63,14,40,3,44,63,42
2/1/13,62,11,40,3,41,62,43
2/2/13,74,13,42,3,52,74,40
2/3/13,56,14,44,1,26,56,35
2/4/13,69,11,43,3,44,69,49
2/5/13,98,10,49,3,50,98,46
2/6/13,118,7,45,1,54,118,44
2/7/13,117,10,51,6,59,117,51
2/8/13,44,5,44,3,44,37,24
2/9/13,67,7,44,0,18,67,26
2/10/13,63,7,47,1,27,63,37
2/11/13,54,10,44,1,54,51,44
2/12/13,59,11,46,6,32,59,58
2/13/13,73,14,47,6,44,73,54
2/14/13,58,14,44,6,32,58,50
2/15/13,54,7,47,4,51,33,54
2/16/13,52,9,47,3,32,52,44
2/17/13,67,13,67,1,40,64,40
2/18/13,78,6,77,1,42,78,52
2/19/13,68,5,49,6,68,34,22
2/20/13,48,6,48,1,28,38,31
2/21/13,50,8,42,1,33,50,43
2/22/13,58,10,44,3,53,58,40
2/23/13,175,10,51,1,175,71,41
2/24/13,98,7,45,1,98,40,46
2/25/13,75,8,46,1,75,38,42
2/26/13,84,11,48,4,84,51,45
2/27/13,49,11,49,1,28,42,42
2/28/13,48,9,48,1,28,33,41
3/1/13,56,13,47,3,37,56,43
3/2/13,54,11,48,1,41,54,42
3/3/13,61,11,61,1,60,57,35
3/4/13,62,5,46,1,43,62,41
3/5/13,74,7,48,1,48,74,33
3/6/13,57,5,49,1,57,46,21
3/7/13,44,5,44,0,30,41,29
3/8/13,46,5,46,0,16,30,31
3/9/13,53,7,44,0,20,53,28
3/10/13,58,9,58,0,29,55,48
3/11/13,66,10,51,3,39,66,52
3/12/13,81,13,50,3,53,81,60
3/13/13,84,13,64,3,53,84,57
3/14/13,85,13,64,3,54,85,53
3/15/13,100,13,100,3,51,79,51
3/16/13,94,9,90,1,52,94,37
3/17/13,100,6,90,0,53,100,23
3/18/13,105,6,74,1,54,105,42
3/19/13,113,7,74,1,62,113,42
3/20/13,106,10,64,0,63,106,41
3/21/13,90,8,90,0,57,74,29
3/22/13,71,6,71,3,67,66,28
3/23/13,97,9,97,1,57,83,42
3/24/13,122,9,122,1,59,92,46
3/25/13,126,10,126,3,59,87,49
3/26/13,100,9,100,1,63,83,41
3/27/13,77,6,51,1,51,77,27
3/28/13,69,7,47,0,45,69,39
3/29/13,77,10,48,1,51,77,42
3/30/13,74,7,74,3,39,66,28
3/31/13,69,7,48,0,69,52,25
4/1/13,79,5,49,3,79,40,17
4/2/13,58,6,58,1,46,58,38
4/3/13,84,9,84,3,55,75,41
4/4/13,97,7,97,3,61,91,49
4/5/13,67,5,51,3,67,64,22
4/6/13,87,6,87,0,59,72,16
4/7/13,77,7,77,1,49,71,19
4/8/13,148,6,58,3,148,52,15
4/9/13,54,6,54,0,52,35,33
4/10/13,67,6,67,1,51,33,43
4/11/13,97,10,97,1,56,57,42
4/12/13,87,6,87,3,56,77,42
4/13/13,112,6,112,1,55,83,32
4/14/13,153,5,49,0,153,46,9
4/15/13,455,5,61,6,455,38,22
4/16/13,84,5,71,4,84,53,26
4/17/13,63,6,49,0,63,35,36
4/18/13,67,7,67,0,52,28,41
4/19/13,77,8,77,6,53,47,43
4/20/13,122,9,122,3,59,66,40
4/21/13,156,10,156,1,57,71,43
4/22/13,129,6,129,3,59,75,26
4/23/13,80,6,80,1,75,78,36
4/24/13,87,6,87,1,74,69,52
4/25/13,93,5,84,1,93,60,31
4/26/13,112,8,112,1,53,62,42
4/27/13,122,9,122,3,63,78,44
4/28/13,159,7,159,1,57,84,37
4/29/13,129,7,129,3,72,93,57
4/30/13,105,5,105,3,92,75,23
5/1/13,97,5,97,1,85,63,42
5/2/13,115,5,115,0,94,54,66
5/3/13,150,8,150,3,60,52,50
5/4/13,169,10,169,1,84,79,60
5/5/13,105,3,105,1,54,58,20
5/6/13,46,5,46,3,26,40,25
5/7/13,67,3,67,0,51,48,26
5/8/13,74,5,74,0,48,55,30
5/9/13,77,7,77,1,58,63,37
5/10/13,100,6,100,1,52,78,38
5/11/13,151,9,151,1,56,83,45
5/12/13,164,10,164,3,57,75,45
5/13/13,161,9,161,1,54,59,46
5/14/13,108,7,108,4,54,58,44
5/15/13,108,5,108,1,53,66,29
5/16/13,115,5,115,1,73,73,23
5/17/13,67,6,67,3,58,62,22
5/18/13,108,6,108,1,54,62,15
5/19/13,133,6,133,1,51,62,20
5/20/13,133,7,133,1,61,73,53
5/21/13,166,6,166,3,58,82,49
5/22/13,112,6,112,4,67,80,28
5/23/13,122,3,122,3,51,68,21
5/24/13,122,3,122,3,55,71,30
